Rk,Ht,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1572,6-7,2011,2011,ATL,NBA,Pape Sy\sypa01,3,0,21,2,6,2,5,0,1,3,3,2,1,3,2,1,0,3,1,7,0.333,0.4,0,0.333,1,0.478
1573,6-7,2000,2009,TOT,NBA,Wally Szczerbiak\szczewa02,651,393,20052,3486,7193,2896,5740,590,1453,1633,1899,671,1931,2602,1532,388,160,970,1380,9195,0.485,0.505,0.406,0.526,0.86,0.573
1574,7-0,2000,2001,IND,NBA,Zan Tabak\tabakza01,73,14,891,114,220,114,220,0,0,25,55,81,164,245,37,13,39,68,138,253,0.518,0.518,,0.518,0.455,0.518
1575,5-9,2005,2005,PHO,NBA,Yuta Tabuse\tabusyu01,4,0,17,1,6,0,5,1,1,4,4,2,2,4,3,0,0,1,1,7,0.167,0,1,0.25,1,0.451
1576,6-10,2006,2006,GSW,NBA,Chris Taft\taftch01,17,0,144,23,38,23,38,0,0,1,6,19,17,36,2,2,7,2,25,47,0.605,0.605,,0.605,0.167,0.578
1577,6-10,2001,2001,CHI,NBA,Dragan Tarlac\tarladr01,43,12,598,39,99,39,99,0,0,25,33,37,85,122,31,7,19,38,95,103,0.394,0.394,,0.394,0.758,0.454
1578,6-8,2018,2018,BOS,NBA,Jayson Tatum\tatumja01,80,80,2438,397,835,292,593,105,242,213,258,50,352,402,128,83,58,114,170,1112,0.475,0.492,0.434,0.538,0.826,0.586
1579,7-3,2016,2017,TOT,NBA,Edy Tavares\tavarwa01,13,0,101,15,24,15,24,0,0,3,11,11,21,32,4,1,12,7,11,33,0.625,0.625,,0.625,0.273,0.572
1580,6-6,2006,2007,WAS,NBA,Donell Taylor\taylodo01,98,2,834,109,276,102,242,7,34,41,64,30,76,106,90,47,7,59,81,266,0.395,0.421,0.206,0.408,0.641,0.437
1581,6-3,2017,2018,TOT,NBA,Isaiah Taylor\taylois01,71,9,1219,164,397,144,315,20,82,100,143,23,74,97,209,35,11,84,122,448,0.413,0.457,0.244,0.438,0.699,0.487
1582,6-7,2013,2015,TOT,NBA,Jeffery Taylor\tayloje03,132,50,2566,299,731,217,474,82,257,127,191,80,183,263,107,72,21,92,234,807,0.409,0.458,0.319,0.465,0.665,0.495
1583,6-4,2010,2011,TOT,NBA,Jermaine Taylor\tayloje02,65,12,786,139,315,120,248,19,67,54,74,47,61,108,48,24,8,65,54,351,0.441,0.484,0.284,0.471,0.73,0.505
1584,6-9,2000,2000,TOT,NBA,Johnny Taylor\taylojo01,6,0,34,5,14,4,13,1,1,0,0,2,4,6,1,1,1,2,5,11,0.357,0.308,1,0.393,,0.393
1585,6-9,2000,2007,TOT,NBA,Maurice Taylor\tayloma01,417,179,10306,1839,3948,1835,3922,4,26,619,874,573,1341,1914,503,196,190,746,1202,4301,0.466,0.468,0.154,0.466,0.708,0.496
1586,6-2,2009,2009,LAC,NBA,Mike Taylor\taylomi01,51,5,771,110,267,97,227,13,40,56,81,22,65,87,106,36,0,73,84,289,0.412,0.427,0.325,0.436,0.691,0.477
1587,6-3,2013,2014,BRK,NBA,Tyshawn Taylor\tayloty01,61,3,491,63,178,54,153,9,25,39,57,5,28,33,57,25,1,56,54,174,0.354,0.353,0.36,0.379,0.684,0.428
1588,6-2,2010,2018,TOT,NBA,Jeff Teague\teaguje01,670,535,18486,3036,6795,2442,5131,594,1664,1873,2218,216,1437,1653,3802,815,227,1526,1290,8539,0.447,0.476,0.357,0.491,0.844,0.549
1589,6-2,2013,2018,TOT,NBA,Marquis Teague\teaguma01,91,3,909,85,248,75,203,10,45,37,56,5,85,90,134,23,12,77,98,217,0.343,0.369,0.222,0.363,0.661,0.398
1590,6-9,2013,2018,TOT,NBA,Mirza Teletovic\teletmi01,324,14,5765,927,2285,386,825,541,1460,241,319,189,853,1042,273,104,82,255,552,2636,0.406,0.468,0.371,0.524,0.755,0.543
1591,6-0,2005,2015,TOT,NBA,Sebastian Telfair\telfase01,564,193,12149,1542,3953,1181,2820,361,1133,738,950,151,747,898,1960,413,75,859,1196,4183,0.39,0.419,0.319,0.436,0.777,0.478
1592,6-6,2010,2018,TOT,NBA,Garrett Temple\templga01,439,157,8387,871,2151,523,1175,348,976,342,472,171,712,883,728,361,122,408,779,2432,0.405,0.445,0.357,0.486,0.725,0.516
1593,6-5,2018,2018,LAC,NBA,Milos Teodosic\teodomi01,45,36,1134,151,360,63,128,88,232,39,46,16,110,126,209,23,5,97,103,429,0.419,0.492,0.379,0.542,0.848,0.564
1594,6-2,2000,2018,TOT,NBA,Jason Terry\terryja01,1410,679,42034,6914,15585,4632,9575,2282,6010,2771,3278,502,2772,3274,5415,1603,275,2415,2577,18881,0.444,0.484,0.38,0.517,0.845,0.554
1595,7-3,2010,2014,TOT,NBA,Hasheem Thabeet\thabeha01,224,20,2357,182,321,182,321,0,0,119,206,203,392,595,27,59,184,123,453,483,0.567,0.567,,0.567,0.578,0.587
1596,6-9,2018,2018,BOS,NBA,Daniel Theis\theisda01,63,3,936,126,233,108,175,18,58,61,81,90,184,274,56,30,48,56,157,331,0.541,0.617,0.31,0.579,0.753,0.616
1597,6-7,2014,2014,TOT,NBA,Adonis Thomas\thomaad01,6,1,37,6,14,5,9,1,5,1,1,0,3,3,3,0,0,1,6,14,0.429,0.556,0.2,0.464,1,0.485
1598,6-4,2005,2008,TOT,NBA,Billy Thomas\thomabi01,53,0,529,51,151,20,49,31,102,11,13,12,40,52,26,25,2,19,52,144,0.338,0.408,0.304,0.44,0.846,0.459
1599,6-9,2002,2011,TOT,NBA,Etan Thomas\thomaet01,409,74,7084,890,1734,890,1734,0,0,561,930,677,1250,1927,149,128,427,385,889,2341,0.513,0.513,,0.513,0.603,0.546
1600,5-9,2012,2018,TOT,NBA,Isaiah Thomas\thomais02,473,324,14076,2883,6572,1962,4023,921,2549,2236,2551,263,944,1207,2430,446,49,1126,1015,8923,0.439,0.488,0.361,0.509,0.877,0.58
1601,6-6,2000,2001,TOT,NBA,Jamel Thomas\thomaja01,12,0,102,14,37,13,31,1,6,1,1,5,9,14,6,4,0,11,8,30,0.378,0.419,0.167,0.392,1,0.401
1602,6-8,2005,2006,TOT,NBA,James Thomas\thomaja02,33,2,267,22,39,22,39,0,0,10,20,29,47,76,5,4,7,14,48,54,0.564,0.564,,0.564,0.5,0.565
1603,6-9,2000,2006,TOT,NBA,John Thomas\thomajo02,115,14,1125,97,208,97,207,0,1,46,91,86,106,192,28,30,29,40,205,240,0.466,0.469,0,0.466,0.505,0.484
1604,6-7,2000,2010,TOT,NBA,Kenny Thomas\thomake01,632,406,17306,2309,4966,2250,4724,59,242,1199,1715,1447,2894,4341,975,527,276,1054,1581,5876,0.465,0.476,0.244,0.471,0.699,0.514
1605,6-9,2000,2013,TOT,NBA,Kurt Thomas\thomaku01,963,555,23876,3336,6829,3327,6801,9,28,1070,1366,1679,4793,6472,1091,619,779,1035,3063,7751,0.489,0.489,0.321,0.489,0.783,0.522
1606,6-8,2012,2018,TOT,NBA,Lance Thomas\thomala01,346,107,6442,662,1576,523,1235,139,341,358,447,270,621,891,233,131,48,236,589,1821,0.42,0.423,0.408,0.464,0.801,0.514
1607,6-9,2012,2015,TOT,NBA,Malcolm Thomas\thomama01,40,0,329,30,69,29,58,1,11,15,25,27,69,96,14,6,7,25,30,76,0.435,0.5,0.091,0.442,0.6,0.475
1608,6-10,2000,2010,TOT,NBA,Tim Thomas\thomati01,697,334,18745,3020,6959,2141,4589,879,2370,1332,1736,651,2314,2965,1136,529,271,1053,1969,8251,0.434,0.467,0.371,0.497,0.767,0.534
1609,6-9,2007,2015,TOT,NBA,Tyrus Thomas\thomaty01,402,129,7932,1147,2620,1139,2586,8,34,791,1080,550,1388,1938,347,328,525,527,989,3093,0.438,0.44,0.235,0.439,0.732,0.5
1610,6-10,2012,2012,LAC,NBA,Trey Thompkins\thomptr02,24,0,119,24,61,20,48,4,13,5,7,4,20,24,3,3,3,6,10,57,0.393,0.417,0.308,0.426,0.714,0.445
1611,6-7,2006,2007,TOT,NBA,Dijon Thompson\thompdi01,16,0,93,17,40,13,27,4,13,7,8,7,12,19,3,3,1,3,8,45,0.425,0.481,0.308,0.475,0.875,0.517
1612,6-8,2014,2017,TOT,NBA,Hollis Thompson\thompho01,265,90,6424,742,1795,379,854,363,941,203,287,199,630,829,292,166,68,213,541,2050,0.413,0.444,0.386,0.514,0.707,0.533
1613,6-11,2009,2016,TOT,NBA,Jason Thompson\thompja02,588,412,14819,2112,4255,2106,4213,6,42,980,1492,1264,2616,3880,635,283,414,747,1751,5210,0.496,0.5,0.143,0.497,0.657,0.53
1614,6-7,2012,2018,GSW,NBA,Klay Thompson\thompkl01,537,500,17688,3857,8421,2300,4730,1557,3691,1044,1226,236,1595,1831,1230,477,285,938,1156,10315,0.458,0.486,0.422,0.55,0.852,0.576
1615,6-6,2012,2012,CLE,NBA,Mychel Thompson\thompmy02,5,3,95,7,24,3,13,4,11,0,0,0,5,5,7,2,1,5,8,18,0.292,0.231,0.364,0.375,,0.375
1616,6-9,2012,2018,CLE,NBA,Tristan Thompson\thomptr01,519,338,14453,1855,3582,1855,3573,0,9,975,1604,1716,2662,4378,418,256,381,556,1225,4685,0.518,0.519,0,0.518,0.608,0.546
1617,6-8,2008,2011,TOT,NBA,Al Thornton\thornal01,296,167,8274,1368,3029,1290,2763,78,266,713,954,392,841,1233,353,185,152,424,771,3527,0.452,0.467,0.293,0.465,0.747,0.511
1618,6-4,2010,2017,TOT,NBA,Marcus Thornton\thornma01,483,135,11299,2124,5003,1389,2952,735,2051,767,924,407,941,1348,677,405,61,491,739,5750,0.425,0.471,0.358,0.498,0.83,0.531
1619,6-5,2018,2018,LAC,NBA,Sindarius Thornwell\thornsi01,73,17,1156,100,233,77,172,23,61,59,88,33,107,140,68,48,25,53,125,282,0.429,0.448,0.377,0.479,0.67,0.519
1620,6-9,2000,2001,TOT,NBA,Otis Thorpe\thorpot01,100,5,1424,184,374,184,371,0,3,49,72,106,205,311,62,38,16,91,244,417,0.492,0.496,0,0.492,0.681,0.514
1621,6-3,2002,2014,TOT,NBA,Jamaal Tinsley\tinslja01,547,404,14443,1759,4481,1362,3155,397,1326,737,1029,345,1260,1605,3330,776,155,1375,1306,4652,0.393,0.432,0.299,0.437,0.716,0.471
1622,7-0,2017,2017,CHO,NBA,Mike Tobey\tobeymi01,2,0,25,1,4,1,4,0,0,0,0,2,1,3,1,0,0,1,2,2,0.25,0.25,,0.25,,0.25
1623,6-8,2009,2018,TOT,NBA,Anthony Tolliver\tollian01,599,92,12147,1298,3080,567,1134,731,1946,581,753,493,1582,2075,560,233,181,389,999,3908,0.421,0.5,0.376,0.54,0.772,0.573
1624,6-6,2002,2003,TOT,NBA,Oscar Torres\torreos01,82,13,1184,151,377,107,238,44,139,96,125,50,84,134,43,29,11,57,73,442,0.401,0.45,0.317,0.459,0.768,0.512
1625,6-7,2016,2017,TOT,NBA,Axel Toupane\toupaax01,25,0,352,30,79,16,35,14,44,13,17,8,24,32,15,8,7,6,46,87,0.38,0.457,0.318,0.468,0.765,0.503
1626,7-0,2016,2018,MIN,NBA,Karl-Anthony Towns\townska01,246,246,8575,2066,3805,1815,3157,251,648,924,1105,763,2114,2877,580,178,356,554,771,5307,0.543,0.575,0.387,0.576,0.836,0.618
1627,6-8,2000,2005,TOT,NBA,Robert Traylor\traylro01,389,30,5457,733,1573,729,1550,4,23,356,611,591,867,1458,274,236,262,358,939,1826,0.466,0.47,0.174,0.467,0.583,0.496
1628,6-8,2000,2004,TOT,NBA,Gary Trent\trentga01,256,49,4007,683,1370,683,1357,0,13,251,393,352,569,921,218,86,78,218,511,1617,0.499,0.503,0,0.499,0.639,0.524
1629,6-4,2002,2004,TOT,NBA,Jeff Trepagnier\trepaje01,31,0,270,34,101,28,88,6,13,14,20,17,26,43,22,19,4,25,20,88,0.337,0.318,0.462,0.366,0.7,0.401
1630,7-2,2003,2004,TOT,NBA,Cezary Trybanski\trybace01,22,0,101,5,24,5,24,0,0,5,12,6,9,15,1,1,7,10,16,15,0.208,0.208,,0.208,0.417,0.256
1631,7-2,2001,2007,TOT,NBA,Jake Tsakalidis\tsakaja01,315,168,5005,580,1184,580,1183,0,1,337,513,436,802,1238,101,73,223,268,689,1497,0.49,0.49,0,0.49,0.657,0.531
1632,7-0,2003,2006,TOT,NBA,Nikoloz Tskitishvili\tskitni01,172,16,1946,190,626,147,443,43,183,84,115,109,198,307,114,46,50,126,227,507,0.304,0.332,0.235,0.338,0.73,0.375
1633,6-6,2008,2010,TOT,NBA,Alando Tucker\tuckeal02,51,1,426,77,182,67,148,10,34,47,60,29,20,49,16,5,2,19,22,211,0.423,0.453,0.294,0.451,0.783,0.506
1634,6-6,2007,2018,TOT,NBA,P.J. Tucker\tuckepj01,500,324,13923,1357,3182,921,1957,436,1225,553,739,793,2051,2844,728,581,130,522,1143,3703,0.426,0.471,0.356,0.495,0.748,0.528
1635,6-10,2006,2015,TOT,NBA,Ronny Turiaf\turiaro01,473,105,8020,856,1607,856,1600,0,7,497,782,520,1237,1757,618,181,593,358,1116,2209,0.533,0.535,0,0.533,0.636,0.566
1636,6-9,2000,2000,TOT,NBA,Mirsad Turkcan\turkcmi01,17,0,90,14,38,14,32,0,6,5,8,13,20,33,5,3,1,8,14,33,0.368,0.438,0,0.368,0.625,0.397
1637,6-10,2001,2015,TOT,NBA,Hedo Turkoglu\turkohe01,997,571,26695,3851,9034,2605,5788,1246,3246,2074,2645,647,3324,3971,2832,750,299,1578,2403,11022,0.426,0.45,0.384,0.495,0.784,0.54
1638,6-7,2011,2018,TOT,NBA,Evan Turner\turneev01,613,293,17082,2519,5821,2260,4961,259,860,971,1233,343,2569,2912,2141,490,158,1127,1250,6268,0.433,0.456,0.301,0.455,0.788,0.492
1639,6-11,2016,2018,IND,NBA,Myles Turner\turnemy01,206,173,5744,1014,2038,915,1752,99,286,493,630,300,1038,1338,234,137,376,268,606,2620,0.498,0.522,0.346,0.522,0.783,0.566
1640,6-2,2000,2000,BOS,NBA,Wayne Turner\turnewa01,3,0,41,1,6,1,6,0,0,2,6,1,2,3,5,0,0,3,4,4,0.167,0.167,,0.167,0.333,0.231
1641,6-10,2012,2014,TOT,NBA,Jeremy Tyler\tylerje01,104,23,1034,157,349,157,348,0,1,59,106,98,171,269,25,23,42,68,164,373,0.45,0.451,0,0.45,0.557,0.471
1642,6-6,2012,2012,WAS,NBA,Edwin Ubiles\ubileed01,4,0,52,5,18,4,13,1,5,3,3,2,8,10,1,1,1,1,1,14,0.278,0.308,0.2,0.306,1,0.362
1643,6-10,2011,2018,TOT,NBA,Ekpe Udoh\udohek01,333,55,5374,469,1073,469,1069,0,4,296,409,429,581,1010,232,167,398,209,678,1234,0.437,0.439,0,0.437,0.724,0.492
1644,6-6,2004,2011,TOT,NBA,Ime Udoka\udokaim01,316,80,5711,614,1471,396,859,218,612,189,268,219,707,926,308,208,54,221,528,1635,0.417,0.461,0.356,0.492,0.705,0.515
1645,6-3,2005,2017,TOT,NBA,Beno Udrih\udrihbe01,831,272,18185,2740,5922,2275,4588,465,1334,1007,1209,308,1404,1712,2858,576,71,1179,1275,6952,0.463,0.496,0.349,0.502,0.833,0.539
1646,6-5,2009,2010,TOT,NBA,Roko Ukic\ukicro01,85,0,987,137,354,123,280,14,74,53,71,27,51,78,165,31,2,66,83,341,0.387,0.439,0.189,0.407,0.746,0.443
1647,5-10,2017,2018,PHO,NBA,Tyler Ulis\ulisty01,132,58,2781,398,988,335,763,63,225,139,172,44,179,223,537,118,12,204,193,998,0.403,0.439,0.28,0.435,0.808,0.469
1648,6-9,2017,2017,DAL,NBA,Jarrod Uthoff\uthofja01,9,0,115,16,38,13,29,3,9,5,7,8,14,22,9,2,4,3,8,40,0.421,0.448,0.333,0.461,0.714,0.487
1649,6-3,2011,2012,TOT,NBA,Ben Uzoh\uzohbe01,60,8,808,96,243,93,234,3,9,44,75,49,79,128,130,30,11,44,60,239,0.395,0.397,0.333,0.401,0.587,0.433
1650,7-0,2013,2018,TOR,NBA,Jonas Valanciunas\valanjo01,440,434,11210,2020,3619,1989,3541,31,78,1069,1362,1155,2590,3745,321,165,456,645,1225,5140,0.558,0.562,0.397,0.562,0.785,0.609
1651,6-6,2017,2018,CHI,NBA,Denzel Valentine\valende01,134,37,3071,403,1009,187,431,216,578,52,69,59,485,544,307,95,18,148,271,1074,0.399,0.434,0.374,0.506,0.754,0.517
1652,6-1,2000,2006,TOT,NBA,Nick Van Exel\vanexni01,452,261,14020,2313,5765,1607,3783,706,1982,867,1098,183,1187,1370,2660,295,49,892,634,6199,0.401,0.425,0.356,0.462,0.79,0.496
1653,6-10,2000,2006,TOT,NBA,Keith Van Horn\vanhoke01,471,359,14249,2628,5860,2116,4482,512,1378,1303,1574,866,2277,3143,729,365,217,965,1386,7071,0.448,0.472,0.372,0.492,0.828,0.54
1654,6-5,2001,2001,WAS,NBA,David Vanterpool\vanteda01,22,0,411,46,110,46,104,0,6,30,50,15,22,37,66,23,3,37,44,122,0.418,0.442,0,0.418,0.6,0.462
1655,6-0,2017,2018,TOR,NBA,Fred VanVleet\vanvlfr01,113,0,1814,271,656,152,366,119,290,102,123,29,197,226,278,84,22,89,166,763,0.413,0.415,0.41,0.504,0.829,0.537
1656,7-1,2002,2002,DET,NBA,Ratko Varda\vardara01,1,0,6,2,3,2,3,0,0,1,1,0,1,1,0,0,0,1,3,5,0.667,0.667,,0.667,1,0.727
1657,6-10,2005,2017,TOT,NBA,Anderson Varejao\varejan01,627,209,15051,1804,3534,1803,3492,1,42,952,1509,1504,3007,4511,734,537,405,592,1630,4561,0.51,0.516,0.024,0.511,0.631,0.543
1658,6-9,2013,2014,TOT,NBA,Jarvis Varnado\varnaja01,37,0,397,39,67,39,67,0,0,29,56,21,51,72,16,11,31,16,72,107,0.582,0.582,,0.582,0.518,0.584
1659,6-6,2011,2017,TOT,NBA,Greivis Vasquez\vasqugr01,401,157,9520,1378,3297,966,2117,412,1180,423,518,125,896,1021,1935,236,34,753,767,3591,0.418,0.456,0.349,0.48,0.817,0.509
1660,6-1,2000,2009,TOT,NBA,Jacque Vaughn\vaughja01,712,123,12152,1245,2876,1155,2622,90,254,700,894,143,836,979,1823,389,14,722,1190,3280,0.433,0.441,0.354,0.449,0.783,0.502
1661,6-6,2016,2018,TOT,NBA,Rashad Vaughn\vaughra01,139,8,1671,161,478,78,213,83,265,18,26,18,140,158,75,53,29,48,120,423,0.337,0.366,0.313,0.424,0.692,0.432
1662,6-9,2000,2001,TOT,NBA,Loy Vaught\vaughlo01,94,1,841,112,258,112,255,0,3,19,26,77,187,264,34,27,11,37,119,243,0.434,0.439,0,0.434,0.731,0.451
1663,6-11,2012,2014,TOT,NBA,Jan Vesely\veselja01,162,25,2455,263,505,263,503,0,2,64,157,225,337,562,96,107,84,123,384,590,0.521,0.523,0,0.521,0.408,0.514
1664,6-11,2006,2016,TOT,NBA,Charlie Villanueva\villach01,656,163,13578,2652,6097,1936,3996,716,2101,788,1021,795,2224,3019,549,329,349,650,1453,6808,0.435,0.484,0.341,0.494,0.772,0.52
1665,6-8,2007,2008,TOT,NBA,Marcus Vinicius\vincima01,26,0,172,16,35,8,16,8,19,10,18,3,16,19,7,3,2,9,14,50,0.457,0.5,0.421,0.571,0.556,0.582
1666,6-4,2000,2000,SEA,NBA,Fred Vinson\vinsofr01,8,0,40,5,17,3,10,2,7,1,2,0,1,1,0,3,0,4,2,13,0.294,0.3,0.286,0.353,0.5,0.364
1667,6-10,2015,2018,TOT,NBA,Noah Vonleh\vonleno01,231,113,3573,381,858,338,713,43,145,152,229,320,769,1089,99,80,79,156,394,957,0.444,0.474,0.297,0.469,0.664,0.499
1668,6-11,2001,2009,TOT,NBA,Jake Voskuhl\voskuja01,450,93,6443,673,1381,672,1378,1,3,467,654,562,977,1539,237,148,166,340,1166,1814,0.487,0.488,0.333,0.488,0.714,0.544
1669,7-5,2004,2004,POR,NBA,Slavko Vranes\vranesl01,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,0
1670,6-10,2005,2006,TOT,NBA,Jackson Vroman\vromaja01,87,20,1111,108,265,108,262,0,3,69,119,97,164,261,51,37,30,85,183,285,0.408,0.412,0,0.408,0.58,0.449
1671,7-0,2012,2018,TOT,NBA,Nikola Vucevic\vucevni01,456,395,13595,2991,5999,2897,5694,94,305,670,919,1235,3242,4477,1003,380,420,783,1215,6746,0.499,0.509,0.308,0.506,0.729,0.527
1672,6-7,2005,2017,TOT,NBA,Sasha Vujacic\vujacsa01,581,58,8908,1075,2757,542,1306,533,1451,411,479,205,888,1093,748,336,34,328,880,3094,0.39,0.415,0.367,0.487,0.858,0.521
1673,6-4,2004,2018,TOT,NBA,Dwyane Wade\wadedw01,982,907,33888,8038,16657,7575,15044,463,1613,5543,7230,1189,3459,4648,5400,1561,847,3160,2210,22082,0.483,0.504,0.287,0.496,0.767,0.557
1674,6-5,2006,2012,TOT,NBA,Von Wafer\wafervo01,200,14,2475,390,928,288,614,102,314,172,229,38,196,234,146,73,19,128,155,1054,0.42,0.469,0.325,0.475,0.751,0.512
1675,6-2,2003,2007,TOT,NBA,Dajuan Wagner\wagneda02,103,28,2202,354,967,262,680,92,287,164,213,29,113,142,195,69,14,136,212,964,0.366,0.385,0.321,0.414,0.77,0.454
1676,6-4,2013,2018,TOT,NBA,Dion Waiters\waitedi01,365,183,10490,1867,4533,1416,3209,451,1324,682,973,157,811,968,1022,358,98,681,720,4867,0.412,0.441,0.341,0.462,0.701,0.491
1677,6-8,2000,2008,TOT,NBA,Antoine Walker\walkean02,687,516,23744,4484,10916,3306,7279,1178,3637,1442,2262,1230,3725,4955,2505,775,328,1863,1841,11588,0.411,0.454,0.324,0.465,0.637,0.486
1678,6-6,2009,2015,TOT,NBA,Henry Walker\walkebi01,181,35,3016,386,865,196,350,190,515,117,154,55,346,401,153,93,27,142,375,1079,0.446,0.56,0.369,0.556,0.76,0.578
1679,6-1,2012,2018,TOT,NBA,Kemba Walker\walkeke02,523,478,17744,3433,8278,2410,5420,1023,2858,2018,2421,296,1659,1955,2824,697,199,1106,780,9907,0.415,0.445,0.358,0.477,0.834,0.53
1680,6-9,2000,2006,TOT,NBA,Samaki Walker\walkesa01,322,110,5415,609,1328,608,1322,1,6,349,529,438,1059,1497,205,80,238,266,610,1568,0.459,0.46,0.167,0.459,0.66,0.502
1681,6-4,2011,2018,WAS,NBA,John Wall\walljo01,541,529,19441,3697,8555,3209,7061,488,1494,2334,2969,315,2052,2367,5003,927,367,2070,1218,10216,0.432,0.454,0.327,0.461,0.786,0.518
1682,6-9,2000,2012,TOT,NBA,Ben Wallace\wallabe01,941,880,29533,2353,5012,2346,4961,7,51,1021,2429,3170,6546,9716,1399,1250,1964,979,1824,5734,0.469,0.473,0.137,0.47,0.42,0.471
1683,6-7,2002,2015,TOT,NBA,Gerald Wallace\wallage01,832,611,24731,3516,7492,3109,6189,407,1303,2494,3517,1145,3693,4838,1725,1200,681,1486,1829,9933,0.469,0.502,0.312,0.496,0.709,0.549
1684,6-8,2000,2004,TOT,NBA,John Wallace\wallajo01,183,0,2183,409,927,397,883,12,44,188,233,106,256,362,88,39,47,152,273,1018,0.441,0.45,0.273,0.448,0.807,0.494
1685,6-10,2000,2013,TOT,NBA,Rasheed Wallace\wallara01,856,754,28253,4957,10932,3928,7889,1029,3043,1718,2320,1174,4789,5963,1580,877,1205,1229,2412,12661,0.453,0.498,0.338,0.501,0.741,0.53
1686,6-5,2018,2018,LAC,NBA,Tyrone Wallace\wallaty01,30,19,851,110,247,100,207,10,40,61,78,21,84,105,71,27,13,46,83,291,0.445,0.483,0.25,0.466,0.782,0.517
1687,6-8,2017,2018,ATL,NBA,Taurean Waller-Prince\princta02,141,92,3445,529,1260,320,701,209,559,226,274,75,471,546,269,128,69,252,264,1493,0.42,0.456,0.374,0.503,0.825,0.541
1688,6-6,2006,2006,MIA,NBA,Matt Walsh\walshma01,2,0,3,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,1,,1,0,0.532
1689,6-4,2000,2000,MIA,NBA,Rex Walters\waltere01,33,0,389,38,91,33,71,5,20,12,16,8,28,36,65,6,0,29,44,93,0.418,0.465,0.25,0.445,0.75,0.474
1690,6-1,2018,2018,MIA,NBA,Derrick Walton\waltode01,16,0,147,8,25,1,8,7,17,6,6,2,14,16,16,7,3,2,7,29,0.32,0.125,0.412,0.46,1,0.525
1691,6-8,2004,2013,TOT,NBA,Luke Walton\waltolu01,564,138,9685,1050,2449,868,1891,182,558,367,513,481,1107,1588,1317,313,102,597,810,2649,0.429,0.459,0.326,0.466,0.715,0.495
1692,6-2,2000,2005,TOT,NBA,Charlie Ward\wardch01,347,131,7613,806,2004,383,877,423,1127,223,279,112,762,874,1340,390,62,498,683,2258,0.402,0.437,0.375,0.508,0.799,0.531
1693,5-10,2014,2014,PHI,NBA,Casper Ware\wareca01,9,0,116,18,42,11,21,7,21,5,6,0,9,9,10,8,0,5,11,48,0.429,0.524,0.333,0.512,0.833,0.538
1694,6-8,2018,2018,DAL,NBA,Jameel Warney\warneja01,3,0,27,7,12,7,12,0,0,3,5,4,5,9,0,0,0,1,2,17,0.583,0.583,,0.583,0.6,0.599
1695,6-8,2015,2018,PHO,NBA,T.J. Warren\warretj01,218,129,5874,1266,2532,1187,2253,79,279,371,492,348,556,904,229,196,105,201,469,2982,0.5,0.527,0.283,0.516,0.754,0.542
1696,6-4,2011,2011,LAC,NBA,Willie Warren\warrewi01,19,0,134,13,35,8,20,5,15,6,8,1,11,12,27,6,0,8,16,37,0.371,0.4,0.333,0.443,0.75,0.48
1697,6-9,2006,2013,TOT,NBA,Hakim Warrick\warriha01,526,108,10624,1776,3627,1755,3517,21,110,1374,1892,692,1425,2117,400,218,154,624,969,4947,0.49,0.499,0.191,0.493,0.726,0.555
1698,6-2,2008,2008,SAS,NBA,Darius Washington\washida01,18,0,146,21,48,17,36,4,12,7,13,4,16,20,15,5,0,14,16,53,0.438,0.472,0.333,0.479,0.538,0.493
1699,6-11,2008,2012,TOT,NBA,Darryl Watkins\watkida01,14,0,169,12,29,12,29,0,0,11,23,13,26,39,3,7,6,15,22,35,0.414,0.414,,0.414,0.478,0.447
1700,6-2,2008,2017,TOT,NBA,C.J. Watson\watsocj01,600,104,12093,1516,3617,1045,2354,471,1263,841,1036,218,938,1156,1485,559,67,650,894,4344,0.419,0.444,0.373,0.484,0.812,0.533
1701,6-1,2002,2014,TOT,NBA,Earl Watson\watsoea01,878,227,19494,2112,5139,1610,3588,502,1551,867,1233,462,1523,1985,3871,873,176,1548,1755,5593,0.411,0.449,0.324,0.46,0.703,0.492
1702,6-2,2013,2014,TOT,NBA,Maalik Wayns\waynsma01,29,1,211,27,90,20,59,7,31,17,19,1,8,9,29,8,0,15,30,78,0.3,0.339,0.226,0.339,0.895,0.397
1703,6-10,2015,2015,SAC,NBA,David Wear\wearda01,2,0,7,0,2,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,,0
1704,6-10,2015,2018,TOT,NBA,Travis Wear\weartr01,68,1,900,109,281,81,204,28,77,28,34,31,113,144,47,19,16,41,85,274,0.388,0.397,0.364,0.438,0.824,0.463
1705,6-6,2000,2005,TOT,NBA,Clarence Weatherspoon\weathcl01,387,163,9534,1088,2302,1088,2301,0,1,712,921,823,1807,2630,371,281,259,372,791,2888,0.473,0.473,0,0.473,0.773,0.533
